package	file	language	kind	name	standardizedName	status	line
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	constant	WINDOW_WIDTH	WINDOW_WIDTH	standard	30
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	constant	WINDOW_HEIGHT	WINDOW_HEIGHT	standard	31
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	constant	ROW_HEIGHT	ROW_HEIGHT	standard	32
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	constant	CARD_WIDTH	CARD_WIDTH	standard	34
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	constant	OVERSCAN	OVERSCAN	standard	35
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	constant	MOUNTED_ROWS	MOUNTED_ROWS	standard	38
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	medianUs	medianUs	standard	42
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	minUs	minUs	standard	43
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	maxUs	maxUs	standard	44
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	rows	rows	standard	49
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	value	value	standard	61
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	opsPerBatch	opsPerBatch	standard	73
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	batches	batches	standard	74
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	constant	WARMUP_BATCHES	WARMUP_BATCHES	standard	77
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	warmup	warmup	standard	79
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	op	op	standard	81
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	batch	batch	standard	88
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	start	start	standard	90
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	op	op	standard	91
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	elapsed	elapsed	standard	94
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	rows	rows	standard	107
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	rows	rows	standard	107
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	scenario	scenario	standard	107
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	timing	timing	standard	107
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	unit	unit	standard	107
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	count	count	standard	114
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	count	count	standard	114
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	index	index	standard	117
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	count	count	standard	123
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	count	count	standard	123
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	index	index	standard	126
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	keys	keys	standard	135
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	offsetY	offsetY	standard	135
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	offsetY	offsetY	standard	135
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	container	container	standard	149
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	count	count	standard	149
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	count	count	standard	149
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	horizontal	horizontal	standard	149
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	horizontal	horizontal	standard	149
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	mainSize	mainSize	standard	149
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	mainSize	mainSize	standard	149
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	width	width	standard	150
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	height	height	standard	151
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	index	index	standard	152
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	container	container	standard	169
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	high	high	standard	169
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	high	high	standard	169
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	low	low	standard	169
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	low	low	standard	169
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	sizeOf	sizeOf	standard	169
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	lowestChanged	lowestChanged	standard	170
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	index	index	standard	171
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	keys	keys	standard	185
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	rows	rows	standard	185
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	rows	rows	standard	185
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	keys	keys	standard	201
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	label	label	standard	201
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	offsetY	offsetY	standard	201
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	offsetY	offsetY	standard	201
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	rows	rows	standard	201
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	rows	rows	standard	201
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	keys	keys	standard	219
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	label	label	standard	219
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	rows	rows	standard	219
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	rows	rows	standard	219
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	startIndex	startIndex	standard	219
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	startIndex	startIndex	standard	219
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	count	count	standard	224
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	offset	offset	standard	229
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	keys	keys	standard	237
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	label	label	standard	237
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	opsPerBatch	opsPerBatch	standard	237
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	opsPerBatch	opsPerBatch	standard	237
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	rows	rows	standard	237
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	rows	rows	standard	237
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	keys	keys	standard	250
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	rows	rows	standard	250
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	rows	rows	standard	250
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	keys	keys	standard	268
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	rows	rows	standard	268
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	rows	rows	standard	268
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	op	op	standard	279
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	keys	keys	standard	295
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	rows	rows	standard	295
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	rows	rows	standard	295
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	base	base	standard	303
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	op	op	standard	308
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	offset	offset	standard	309
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	keys	keys	standard	322
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	rows	rows	standard	322
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	rows	rows	standard	322
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	sample	sample	standard	325
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	start	start	standard	328
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	elapsed	elapsed	standard	330
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	rows	rows	standard	341
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	rows	rows	standard	341
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	columns	columns	standard	356
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	horizontal	horizontal	standard	357
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	inverted	inverted	standard	358
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	pixelsPerFrame	pixelsPerFrame	standard	360
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	startOffset	startOffset	standard	361
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	keys	keys	standard	367
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	options	options	standard	367
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	rows	rows	standard	367
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	rows	rows	standard	367
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	first	first	standard	372
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	frameInput	frameInput	standard	372
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	offset	offset	standard	372
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	rowsTouched	rowsTouched	standard	394
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	framesRun	framesRun	standard	395
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	offset	offset	standard	397
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	visible	visible	standard	408
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	low	low	standard	412
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	high	high	standard	413
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	index	index	standard	415
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	expectedMounted	expectedMounted	standard	436
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	frames	frames	standard	440
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	keys	keys	standard	453
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	label	label	standard	453
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	rows	rows	standard	453
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	rows	rows	standard	453
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	constant	DRAG_FRAMES	DRAG_FRAMES	standard	454
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	container	container	standard	459
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	step	step	standard	460
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	rowsTouched	rowsTouched	standard	461
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	framesRun	framesRun	standard	462
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	offset	offset	standard	463
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	reset	reset	standard	465
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	firstWindow	firstWindow	standard	468
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	index	index	standard	470
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	total	total	standard	474
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	visible	visible	standard	492
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	low	low	standard	496
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	high	high	standard	497
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	index	index	standard	503
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	frames	frames	standard	510
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	keys	keys	standard	518
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	rows	rows	standard	518
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	rows	rows	standard	518
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	primed	primed	standard	521
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	frameInput	frameInput	standard	522
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	offset	offset	standard	522
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	userScrolled	userScrolled	standard	522
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	bottom	bottom	standard	536
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	bar	bar	standard	547
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	keys	keys	standard	552
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	rows	rows	standard	552
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	rows	rows	standard	552
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	index	index	standard	559
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	offset	offset	standard	564
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	op	op	standard	568
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	keys	keys	standard	578
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	rows	rows	standard	578
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	rows	rows	standard	578
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	target	target	standard	579
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	sequence	sequence	standard	587
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	frame	frame	standard	595
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	visible	visible	standard	597
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	low	low	standard	599
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	high	high	standard	600
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	index	index	standard	601
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	argc	argc	standard	625
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	argc	argc	standard	625
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	parameter	argv	argv	standard	625
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	rows	rows	standard	636
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	keys	keys	standard	650
shadowlist-core-bench	packages/shadowlist-core-bench/bench.cpp	native	variable	keys	keys	standard	651
shadowlist-core-tests	packages/shadowlist-core-tests/TestFramework.hpp	native	parameter	message	message	standard	32
shadowlist-core-tests	packages/shadowlist-core-tests/TestFramework.hpp	native	parameter	value	value	standard	38
shadowlist-core-tests	packages/shadowlist-core-tests/TestFramework.hpp	native	variable	passed	passed	standard	51
shadowlist-core-tests	packages/shadowlist-core-tests/TestFramework.hpp	native	variable	failed	failed	standard	52
shadowlist-core-tests	packages/shadowlist-core-tests/TestFramework.hpp	native	variable	totalMs	totalMs	standard	53
shadowlist-core-tests	packages/shadowlist-core-tests/TestFramework.hpp	native	variable	ok	ok	standard	55
shadowlist-core-tests	packages/shadowlist-core-tests/TestFramework.hpp	native	variable	started	started	standard	58
shadowlist-core-tests	packages/shadowlist-core-tests/TestFramework.hpp	native	variable	ms	ms	standard	71
shadowlist-core-tests	packages/shadowlist-core-tests/TestFramework.hpp	native	macro-local	slt_a	slt_a	standard	109
shadowlist-core-tests	packages/shadowlist-core-tests/TestFramework.hpp	native	macro-local	slt_b	slt_b	standard	110
shadowlist-core-tests	packages/shadowlist-core-tests/TestFramework.hpp	native	macro-local	slt_a	slt_a	standard	120
shadowlist-core-tests	packages/shadowlist-core-tests/TestFramework.hpp	native	macro-local	slt_b	slt_b	standard	121
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	constant	WINDOW_WIDTH	WINDOW_WIDTH	standard	14
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	constant	WINDOW_HEIGHT	WINDOW_HEIGHT	standard	15
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	constant	ESTIMATED_ROW_HEIGHT	ESTIMATED_ROW_HEIGHT	standard	17
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	variable	count	count	standard	19
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	parameter	count	count	standard	19
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	parameter	prefix	prefix	standard	19
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	variable	index	index	standard	22
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	parameter	keys	keys	standard	29
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	variable	offset	offset	standard	29
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	parameter	offset	offset	standard	29
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	parameter	container	container	standard	42
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	variable	index	index	standard	42
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	parameter	index	index	standard	42
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	parameter	container	container	standard	48
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	variable	index	index	standard	48
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	parameter	index	index	standard	48
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	parameter	container	container	standard	55
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	variable	overscanUnits	overscanUnits	standard	55
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	parameter	overscanUnits	overscanUnits	standard	55
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	variable	windowSize	windowSize	standard	56
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	variable	offset	offset	standard	59
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	variable	bandSize	bandSize	standard	62
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	variable	lowerBound	lowerBound	standard	63
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	variable	upperBound	upperBound	standard	64
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	variable	index	index	standard	67
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	variable	elementOffset	elementOffset	standard	68
shadowlist-core-tests	packages/shadowlist-core-tests/TestHelpers.hpp	native	variable	elementSize	elementSize	standard	69
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	constant	HEADER	HEADER	standard	21
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	constant	ROW	ROW	standard	22
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	header	header	standard	24
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	header	header	standard	24
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	keys	keys	standard	24
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	offset	offset	standard	24
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	offset	offset	standard	24
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	container	container	standard	31
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	header	header	standard	31
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	header	header	standard	31
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	keys	keys	standard	31
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	container	container	standard	39
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	header	header	standard	39
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	header	header	standard	39
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	keys	keys	standard	39
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	token	token	standard	39
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	token	token	standard	39
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	header	header	standard	49
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	mountedFrom	mountedFrom	standard	50
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	mountedTo	mountedTo	standard	51
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	rowSize	rowSize	standard	52
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	previousHeader	previousHeader	standard	53
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	previousWindow	previousWindow	standard	54
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	visible	visible	standard	64
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	from	from	standard	70
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	to	to	standard	71
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	lowest	lowest	standard	72
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	index	index	standard	73
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	container	container	standard	85
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	key	key	standard	85
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	token	token	standard	105
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	commit	commit	standard	113
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	current	current	standard	114
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	deep	deep	standard	129
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	index	index	standard	135
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	commit	commit	standard	142
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	current	current	standard	143
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	k1Before	k1Before	standard	161
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	token	token	standard	167
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	offset	offset	standard	185
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	k21Before	k21Before	standard	188
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	horizontal	horizontal	standard	202
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	inverted	inverted	standard	203
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	columns	columns	standard	204
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	keys	keys	standard	214
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	offset	offset	standard	214
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	offset	offset	standard	214
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	variant	variant	standard	214
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	container	container	standard	228
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	container	container	standard	232
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	key	key	standard	232
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	container	container	standard	236
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	mainAxis	mainAxis	standard	236
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	mainAxis	mainAxis	standard	236
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	container	container	standard	242
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	keys	keys	standard	242
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	variant	variant	standard	242
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	index	index	standard	249
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	rest	rest	standard	252
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	container	container	standard	262
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	keys	keys	standard	262
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	parameter	variant	variant	standard	262
shadowlist-core-tests	packages/shadowlist-core-tests/tests_anchor_holds.cpp	native	variable	round	round	standard	263
